Ticket Type, Issue Type, Category, Sub Category, Issue, Priority, L0 Response Time, L0 ResoultionTime, L0 Assignee,L1 Response Time, L1 ResoultionTime, L1 Assignee,L2 Response Time, L2 ResoultionTime, L2 Assignee,L3 Response Time, L3 ResoultionTime, L3 Assignee,L4 Response Time, L4 ResoultionTime, L4 Assignee,L5 Response Time, L5 ResoultionTime, L5 Assignee, Status, Client Escalation, Tenant Escalation
Proactive,Observation,Soft Services,Pest Control,Beehive removal,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Food Court,Behaviour issue of food vendor,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Food Court,Behaviour issue of Housekeeping staff,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Housekeeping,cleanliness of hand wash area,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Housekeeping,Bio Medical waste clearance,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Food Court,Behaviour issue of Housekeeping staff,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Food Court,Behaviour issue of food vendor,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Housekeeping,Canopy not cleaned,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Housekeeping,Bio Medical waste clearance,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Housekeeping,bird dropping to clean,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Housekeeping,Cleanliness of tables,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Housekeeping,Choked drain,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Housekeeping,Cleanliness of cluttery & crockery,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Housekeeping,cleanliness of hand wash area,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Housekeeping,Cleanliness of tables,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Housekeeping,Cobwebs removal,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Housekeeping,Cobwebs removal,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Housekeeping,Cleanliness of cluttery & crockery,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Housekeeping,cleanliness of washrooms,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Housekeeping,Drain chock up,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Horticulture,Deweeding required,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Horticulture,Dead tree,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Horticulture,Dry leaves need to clear,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Pest Control,cockroach infestation,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Housekeeping,Drain chock up,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Housekeeping,cleanliness of washrooms,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Horticulture,Dry leaves need to clear,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Horticulture,Deweeding required,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Housekeeping,Drinking water unavailability,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Housekeeping,Facade not cleaned,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Pest Control,cockroach infestation,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Housekeeping,Dusting not done,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Housekeeping,Drinking water unavailability,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Housekeeping,Foul smell,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Housekeeping,Dusting not done,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Housekeeping,Floor not cleaned,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Housekeeping,Floor not cleaned,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Housekeeping,Facade not cleaned,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Food Court,Foreign object in the food,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Food Court,Foreign object in the food,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Housekeeping,Garbage not cleared,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Housekeeping,hand Sanitizer not refilled,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Horticulture,Horticulture - Horticulture - Others,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Housekeeping,Hygiene of Common Area,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Housekeeping,Foul smell,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Housekeeping,Garbage not cleared,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Housekeeping,hand Sanitizer not refilled,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Horticulture,Horticulture - Horticulture - Others,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Housekeeping,Hygiene of Common Area,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Food Court,Issues with quality of food,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Housekeeping,leaking hand sanitizer,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Housekeeping,litter not cleared,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Housekeeping,Mats not cleaned,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Food Court,Issues with quality of food,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Housekeeping,leaking hand sanitizer,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Housekeeping,litter not cleared,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Housekeeping,Mirror not cleaned,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Housekeeping,Material lying on the floor,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Housekeeping,Mirror not cleaned,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Housekeeping,Material lying on the floor,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Housekeeping,Mats not cleaned,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Housekeeping,Water logging,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Housekeeping,spit marks,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Pest Control,Mosquito control,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Housekeeping,overflowing dustbins,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Horticulture,Quality issue with plant,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Food Court,Portion size inadequate,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Others,Others,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Housekeeping,Unavailability of toiletries,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Housekeeping,Debris to remove,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Housekeeping,Debris to remove,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Housekeeping,Paint stain removal,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Housekeeping,WC not cleaned,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Housekeeping,WC not cleaned,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Mail Room,Courier missing,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Mail Room,Courier missing,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Housekeeping,Cleaning Not Done - Camplus Office,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Mail Room,Courier not received,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Utility Room,Cleaning Issues,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Mail Room,Courier not received,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Others,Others,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Housekeeping,Paint stain removal,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Technical Services,HVAC,Abnormal noise from the A.C duct,P1,30,1440,HVAC Technician_L0,120,2880,Building Manager_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,SME_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Technical Services,HVAC,AHU room bad smell,P2,30,1440,HVAC Technician_L0,120,2880,Building Manager_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,SME_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Technical Services,HVAC,Abnormal noise from the A.C duct,P2,30,1440,HVAC Technician_L0,120,2880,Building Manager_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,SME_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Housekeeping,Sweeping not done,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Technical Services,HVAC,Alarm / trip from cooling towers,P2,30,1440,HVAC Technician_L0,120,2880,Building Manager_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,SME_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Housekeeping,Water logging,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Housekeeping,Washbasins not cleaned,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Technical Services,HVAC,AHU not working,P1,30,1440,HVAC Technician_L0,120,2880,Building Manager_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,SME_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Technical Services,HVAC,AHU room bad smell,P1,30,1440,HVAC Technician_L0,120,2880,Building Manager_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,SME_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
