Ticket Type, Issue Type, Category, Sub Category, Issue, Priority, L0 Response Time, L0 ResoultionTime, L0 Assignee,L1 Response Time, L1 ResoultionTime, L1 Assignee,L2 Response Time, L2 ResoultionTime, L2 Assignee,L3 Response Time, L3 ResoultionTime, L3 Assignee,L4 Response Time, L4 ResoultionTime, L4 Assignee,L5 Response Time, L5 ResoultionTime, L5 Assignee, Status, Client Escalation, Tenant Escalation
Proactive,Observation,Bagmane One Software,Energy / BTU / Water Bills,New Feature Request,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Work Permit,Functionality not working,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Asset Management,Functionality not working,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Metering,New Feature Request,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Transition,New Feature Request,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Audit,Functionality not working,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,User Management,Minor Bug,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Site Module,New Feature Request,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Metering,Major Bug,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Property Tax,Major Bug,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Incident,Others,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Transition,Major Bug,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Compliance,Major Bug,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Insurance,New Feature Request,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Insurance,Minor Bug,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,User Management,New Feature Request,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Helpdesk,Others,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Property Tax,Backend Changes Required,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Site Module,Others,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Compliance,Others,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Audit,New Feature Request,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,CRM,Others,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Asset Management,New Feature Request,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Inventory,Others,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Work Permit,New Feature Request,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Helpdesk,Major Bug,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Inventory,Minor Bug,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Audit,Major Bug,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Contracts,Major Bug,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Helpdesk,New Feature Request,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Others,Not able to login,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,PPM,Major Bug,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Contracts,New Feature Request,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Transition,Others,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,User Management,Major Bug,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Daily Tasks,New Feature Request,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,CSAT,Major Bug,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Compliance,Minor Bug,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,New Development,Others,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Helpdesk,Minor Bug,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,PPM,Minor Bug,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Asset Management,Others,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Incident,Functionality not working,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Incident,Minor Bug,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,CRM,Functionality not working,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Safety Suggestion,Unsafe Act,Unsafe Act,P1,30,1440,Helpdesk_Executive_L0,120,2880,Building Manager - Tech_L1,240,4320,QHSE_Campus Head_ L2,720,5160,Campus Head_L3,1800,6600,Cluster Lead_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Metering,Functionality not working,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Transition,Functionality not working,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Compliance,Functionality not working,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Property Tax,Functionality not working,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Energy / BTU / Water Bills,Functionality not working,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Filenote,Backend Changes Required,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Incident,Backend Changes Required,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Inventory,Functionality not working,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Others,Delete old file,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Helpdesk,Backend Changes Required,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Work Permit,Backend Changes Required,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Audit,Backend Changes Required,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,PPM,Others,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,PPM,Backend Changes Required,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Asset Management,Backend Changes Required,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Contracts,Backend Changes Required,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Daily Tasks,Backend Changes Required,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,User Management,Backend Changes Required,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,New Development,Backend Changes Required,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Insurance,Backend Changes Required,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Mobile App,Backend Changes Required,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Site Module,Backend Changes Required,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Metering,Backend Changes Required,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Safety Suggestion,Unsafe Condition,Unsafe Condition,P1,30,1440,Helpdesk_Executive_L0,120,2880,Building Manager - Tech_L1,240,4320,QHSE_Campus Head_ L2,720,5160,Campus Head_L3,1800,6600,Cluster Lead_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,CSAT,Backend Changes Required,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Compliance,Backend Changes Required,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Others,Authorization Missing,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Transition,Backend Changes Required,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,CRM,Backend Changes Required,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Energy / BTU / Water Bills,Backend Changes Required,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Others,Add new tab / category,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Inventory,Backend Changes Required,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Safety Suggestion,Unsafe Condition,Unsafe Condition,P1,30,1440,Helpdesk_Executive_L0,120,2880,Building Manager - Tech_L1,240,4320,QHSE_Campus Head_ L2,720,5160,Campus Head_L3,1800,6600,Cluster Lead_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Safety Suggestion,Unsafe Act,Unsafe Act,P1,30,1440,Helpdesk_Executive_L0,120,2880,Building Manager - Tech_L1,240,4320,QHSE_Campus Head_ L2,720,5160,Campus Head_L3,1800,6600,Cluster Lead_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Safety Suggestion,Others,Others,P1,30,1440,Helpdesk_Executive_L0,120,2880,Building Manager - Tech_L1,240,4320,QHSE_Campus Head_ L2,720,5160,Campus Head_L3,1800,6600,Cluster Lead_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Bagmane One Software,Mobile App,Add new tab / category,P4,30,1440,Customer operator_L0,120,2880,Customer operator_L1,240,4320,Customer operator_L2,720,5160,Customer operator_L3,1800,6600,Customer operator_L3,2160,8040,Customer operator_L3," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Housekeeping,bird dropping to clean,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Housekeeping,Canopy not cleaned,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Housekeeping,Cleaning not done,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Housekeeping,Cleaning not done,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Housekeeping,Choked drain,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Housekeeping,Cleanliness of chairs,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Housekeeping,Cleaning of signages,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Housekeeping,Cleaning of solar panels,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Housekeeping,Cleaning of signages,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Security Services,Others,Dog menace,P1,30,1440,Helpdesk_Executive_L0,120,2880,Building Manager_Campus Security Incharge_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head_Security_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Housekeeping,Cleaning of atriums,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Housekeeping,Cleaning of atriums,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Proactive,Observation,Soft Services,Housekeeping,Cleanliness of chairs,P3,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
Reactive,Client Complaint,Soft Services,Housekeeping,Cleaning of solar panels,P1,30,1440,Team Leader_L0,120,2880,Building Manager_Manager Soft Services_L1,240,4320,Campus Head_L2,720,5160,Cluster Lead_L3,1800,6600,Head Soft Services_L4,2160,8040,HOD_L5," ""ACTIVE""",TRUE,TRUE
